"","track_name.x","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","popularity"
"10001","thank u, next - Recorded At Spotify Studios NYC","1bmixG6Y4C1T8CXyE3nFDF",0.532,0.291,11,-10.492,1,0.126,0.793,0,0.105,0.548,101.937,4,217059,57
"10004","Te Liguei","1BoDeH9mShHMX9NWzKSz4a",0.672,0.594,9,-7.3,0,0.267,0.0848,0,0.299,0.567,140.189,4,234637,64
"10017","Cruel Summer","1BxfuPKGuaTgP7aM0Bbdwr",0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4,178427,76
"10024","A Última Noite","1COly0kisSWSrcUQkXUMcF",0.554,0.51,7,-8.485,1,0.0477,0.673,0,0.0964,0.713,154.787,3,255160,54
"10026","HAT-­TRICK","1crJyVBXmm9w8ljO6PylZ6",0.809,0.595,9,-7.423,1,0.38,0.138,0,0.276,0.304,127.086,4,258816,59
"10036","Casal Modão - Ao Vivo","1CzywvIGHWkOu5BTLPmIZC",0.726,0.803,0,-5.595,1,0.0798,0.568,0,0.562,0.838,126.144,4,166662,56
"10072","Acende o Isqueiro","1DdEU9f7uXklMx6Dm0Mdwq",0.48,0.565,8,-9.954,0,0.375,0.38,0,0.096,0.806,112.988,5,207529,70
"10161","Piece Of Your Heart","1DFD5Fotzgn6yYXkYsKiGs",0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4,152913,85
"10381","Lover","1dGr1c8CrMLDpV6mPbImSI",0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4,221307,83
"10406","Antisocial (with Travis Scott)","1DhRbox3xkceP64k3JeYfW",0.715,0.823,5,-5.313,0,0.0495,0.133,0,0.361,0.91,151.956,4,161747,73
"10415","Watermelon Sugar","1e9oZCCiX42nJl0AcqriVo",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,4,174000,84
"10441","Santo Forte (Ao Vivo) (feat. Luan Santana)","1ekX8JX7LF3AyxI0nyOzvB",0.583,0.683,1,-7.368,1,0.0386,0.711,0,0.921,0.779,143.868,4,189335,60
"10674","Tijolinho por Tijolinho","1ELXy0IfF2iKYwnsUqbYIQ",0.598,0.705,11,-4.321,1,0.0377,0.376,0,0.31,0.651,134.781,4,181052,59
"10801","Pra Você Guardei O Amor","1EQ8sBQ7Abv9DvNBzhXAcv",0.485,0.386,2,-9.189,1,0.0388,0.837,0,0.207,0.354,91.615,4,343813,69
"11152","Loco Contigo (with J. Balvin & Tyga)","1f38Gx6xQz6r4H1jGVNBJo",0.822,0.743,6,-3.04,0,0.0567,0.285,2.31e-06,0.102,0.355,96.025,4,185195,30
"11157","Respeita o Nosso Fim - Ao Vivo","1F46LaY3gYpvL2r534FeWs",0.79,0.917,4,-1.754,1,0.0679,0.151,0,0.197,0.754,136.051,4,187183,64
"11405","Loco Contigo","1fBXSMOusjaj7GjzErHmUI",0.823,0.71,6,-3.896,0,0.0688,0.276,2.17e-06,0.152,0.376,96.024,4,185195,40
"11406","Então Vem Cá - Ao Vivo","1FIaoiLn0E5ilfE5T0P9xx",0.682,0.852,5,-4.147,1,0.147,0.15,1.89e-06,0.99,0.75,166.058,4,177280,56
"11576","Refém","1FSn7B4RfmM7USp7IbCCwd",0.741,0.349,7,-11.488,0,0.0657,0.301,0.133,0.135,0.138,80.046,4,184088,0
"11584","Status Que Eu Não Queria - Ao Vivo","1fyhyOy6iS9E2NckAzjmTo",0.58,0.871,4,-4.052,1,0.209,0.59,0,0.564,0.911,117.622,4,153934,4
"11718","Daylight","1fzAuUVbzlhZ1lJAx9PtY6",0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,4,293453,69
"11719","relicário","1fZgxJgmmOl8zCyHgcKAWE",0.431,0.26,0,-12.001,1,0.0382,0.84,0.00015,0.104,0.157,159.567,3,245539,63
"11725","God Control","1g1KZTgP2crk4QMOIZXlcA",0.694,0.741,0,-7.886,1,0.0603,0.0179,0.00198,0.663,0.263,123.994,4,379316,53
"11726","Fake News - Ao Vivo","1G60NjxeOS7veR1EXuKPaW",0.804,0.637,11,-3.187,1,0.0542,0.47,0,0.969,0.732,113.979,4,175205,69
"11952","Estrela do céu","1GI6YBBGCwwds5vCcmYsgv",0.253,0.267,6,-9.937,1,0.0316,0.848,0,0.285,0.492,94.21,4,195758,43
"11953","Love Drought","1gZqRnn8P56wZZGwilEHiZ",0.491,0.538,9,-10.62,0,0.0439,0.0205,0.595,0.126,0.21,157.063,4,237467,33
"11954","Reboladinha","1HbHkYYdpd6qBKQbQ8Xr3X",0.716,0.689,2,-4.469,1,0.132,0.0785,0,0.143,0.527,160.029,4,142154,61
"11956","Evapora","1HBrxfreCZDstJMYVzgRPM",0.69,0.707,11,-4.789,1,0.279,0.125,2.77e-06,0.237,0.677,103.909,4,127076,68
"11980","Garupa","1HEr5uCRyuuLlVCOB1RiTE",0.785,0.76,6,-4.168,0,0.0438,0.175,6.25e-05,0.169,0.498,101.964,4,128067,64
"12113","Lose You To Love Me","1HfMVBKM75vxSfsQ5VefZ5",0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,4,206459,72
"12174","Já convenci - Ao vivo","1HgCJymAVcOMKUIkBYLOUF",0.708,0.737,8,-4.452,1,0.0446,0.306,0,0.703,0.855,139.98,4,187999,37
"12182","Amor de Cerveja - Ao Vivo","1hlnk9c1fxbbsiv9PvWePi",0.728,0.872,0,-3.434,1,0.0339,0.213,0,0.47,0.962,127.952,4,163423,52
"12184","I Guess I Just Feel Like","1HNywa8Bk0TmzRwQrzhtPo",0.556,0.528,4,-8.033,1,0.0266,0.615,0.0964,0.122,0.163,159.821,4,285480,72
"12185","Find U Again (feat. Camila Cabello)","1HpzOCZbNWzxvvXfSGtSrX",0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,4,176417,72
"12193","Meu Mundo","1hw5UuO6s1DRAJmCn4Nc1H",0.866,0.552,2,-6.478,1,0.257,0.247,0,0.135,0.499,131.049,4,284117,61
"12204","Baldinho - Ao Vivo","1I7WPxkyLpvlYwL2uXEdYD",0.603,0.9,6,-3.079,1,0.0792,0.308,0,0.507,0.861,156.193,4,178316,21
"12210","Beber Com Emergência - Ao Vivo","1IcbQvHb9B7MikgQjfJtAl",0.725,0.793,3,-4.158,1,0.0403,0.578,0,0.405,0.647,107.052,4,136176,56
"12244","Então Vou Avisar - Ao Vivo","1idjI8gtxgHjy8KyZamY6o",0.534,0.835,9,-3.477,1,0.0939,0.312,0,0.855,0.433,163.907,4,187801,63
"12361","Largado Às Traças - Ao Vivo","1IJH7QjV5V99eJBtKXqGXE",0.694,0.869,3,-5.26,0,0.0857,0.611,0,0.535,0.786,121.996,4,234961,6
"12495","Trampoline (with ZAYN)","1iQDltZqI7BXnHrFy4Qo1k",0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4,184280,84
"12497","Every Breath You Take","1JSTJqkT5qHq8MDJnJbRE1",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4,253920,82
"12523","Veneno","1KFN3kB4hc6r7ILpifFsqf",0.792,0.768,4,-5.074,0,0.107,0.046,3.39e-06,0.067,0.295,89.917,4,158005,64
"12626","Boato","1KfUO0suYEsjcJxo8on4B8",0.757,0.414,9,-6.792,1,0.0722,0.683,0,0.388,0.503,146.111,3,150522,53
"12648","Pra Me Refazer","1KIMRoLleFJCwABBrlAOPI",0.58,0.523,0,-7.362,1,0.032,0.53,0,0.116,0.473,139.724,4,215116,56
"12729","Incendiou","1kL7yLlJAv488yfh7BGmZK",0.824,0.787,0,-3.579,0,0.252,0.396,0,0.161,0.892,149.83,4,171797,43
"12730","Amar Amei","1kNVJQEkobOlyfbctPZ4fs",0.675,0.493,1,-5.197,0,0.0792,0.488,0,0.073,0.817,129.979,4,217846,58
"12731","Botadona","1L4FkMHbsJWmNmXLFtgHmW",0.666,0.671,8,-8.522,0,0.0577,0.501,3.56e-06,0.316,0.964,180.096,4,120346,38
"12772","London Boy","1LLXZFeAHK9R4xUramtUKw",0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,4,190240,72
"12773","Quando Você Passa (Turu Turu)","1LNroGH4W4RsUVjIFUsrUA",0.738,0.679,7,-6.107,1,0.0343,0.438,0,0.119,0.652,93.076,4,221640,59
"12776","Outro Dia","1lTsRXDMWFbsFjQGkbL5TX",0.841,0.303,9,-14.794,1,0.389,0.313,7.14e-06,0.0926,0.32,128.061,4,232525,66
"12930","Adore You","1M4qEo4HE3PRaCOM7EXNJq",0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4,207133,89
"12937","Aquieta Minh'alma","1mCSBNFx3kwPYTflRUelNj",0.446,0.316,9,-10.864,1,0.0329,0.252,0,0.119,0.116,123.797,4,425800,67
"12939","Carreira Solo - Ao Vivo","1MmS7UIy3J1BTxfGCRvVqN",0.805,0.932,2,-1.151,1,0.0375,0.41,0,0.873,0.916,126.931,4,215767,75
"12965","Too Good At Goodbyes","1mXVgsBdtIVeCLJnSnmtdV",0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,4,201000,81
"13033","Amor Falso","1n36knZX4bQ6FvcNEISVe9",0.776,0.827,1,-3.162,0,0.0448,0.228,0,0.0704,0.896,153.872,4,176945,57
"13036","Traí Sim - Ao Vivo","1NG3zBjoV0TtKcr5znJ6n3",0.699,0.86,9,-2.761,0,0.0769,0.166,0,0.353,0.638,137.85,4,178213,63
"13111","Milu","1nqaSoiLuqevDes4S18sO7",0.845,0.787,2,-2.683,1,0.0374,0.261,3.43e-06,0.102,0.882,124.983,4,224997,69
"13299","quando a bad bater - ao vivo","1nVIlX3h3Ds9bH6JMQopIU",0.647,0.787,1,-4.767,1,0.0413,0.307,0,0.532,0.535,128.121,4,179722,72
"13355","Raspadinha","1ohvjIqc9xURoXnbAgL6zW",0.829,0.759,1,-3.191,0,0.105,0.52,0.00447,0.0872,0.218,95.039,4,166737,51
"13369","Vai menina","1oQppEGTHYN53xfEaTz4ua",0.795,0.878,1,-3.261,0,0.278,0.413,0,0.0968,0.963,149.971,4,122435,73
"13662","Bola Rebola","1OUPXna2MCgAt3VNmXJBtg",0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,193440,72
"13953","Quem Traiu Levou - Ao Vivo","1owErGXMkNVCgCmCjI1vRL",0.583,0.958,11,-2.395,1,0.0849,0.325,1.98e-06,0.322,0.826,173.937,4,154183,73
"14038","hope is a dangerous thing for a woman like me to have - but I have it","1PfUKiMDKIlPEF9FfdJawc",0.492,0.144,7,-10.125,1,0.0708,0.965,1.84e-06,0.161,0.274,164.839,3,324302,13
"14039","Partilhar","1PQRwFvNM7xV65bIkHmDtx",0.617,0.533,7,-6.386,1,0.0395,0.47,0,0.114,0.589,123.959,4,262552,64
"14050","Tchau Tchau","1psCVg04oOY36IqUVyRfhO",0.58,0.83,7,-4.266,0,0.148,0.154,0,0.0449,0.734,135.936,4,170077,63
"14069","Ouvi Dizer","1qCLx3nX25NuhfPjM5E1qV",0.641,0.614,7,-7.847,1,0.0532,0.0745,0,0.093,0.727,81.011,4,210889,73
"14434","Fica - Bonus Track","1qDZnViQgUItsMpWLVwfGb",0.645,0.505,10,-6.432,1,0.0279,0.45,0,0.0938,0.499,94.025,4,184280,43
"14769","Pray (feat. Conor Maynard)","1qSikFO1BLTMyZCi2SbksV",0.355,0.737,8,-4.169,1,0.05,0.113,0,0.218,0.269,169.489,4,171529,58
"14789","Intenção - Ao Vivo","1qy7aOHnfnOMJoT1fhoLYG",0.613,0.611,6,-6.587,0,0.0843,0.376,0,0.91,0.628,139.474,4,202767,72
"14927","Bonita, Lindinha e Sagaz","1R1HmdunvOnEK4bibKp7q5",0.712,0.465,1,-7.143,1,0.462,0.306,0,0.0783,0.829,129.98,4,155077,55
"15016","Troca de Favor - Ao Vivo","1r62NEaZiAwJllEGCySaIq",0.595,0.939,5,-3.912,0,0.12,0.382,0,0.929,0.93,170.98,4,169347,41
"15106","Havana (feat. Young Thug)","1rfofaqEpACxVEHIZBJe6W",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,217307,82
"15124","Dance Monkey","1rgnBhdG2JDFTbYkYRZAku",0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,4,209755,75
"15224","High Hopes","1rqqCSm0Qe4I9rUvWncaom",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4,190947,84
"15242","Cavalo de Troia","1RVY1Q6GRuiVunVxGaoyqp",0.89,0.54,4,-5.561,1,0.0561,0.215,0,0.141,0.432,119.983,4,159289,61
"15250","Abandonei a Gabriela","1s3FJ4mqVXodFLUMmrLYjO",0.701,0.667,5,-6.407,1,0.0435,0.04,0,0.214,0.673,89.974,4,216000,54
"15257","Nesse embalo - Ao vivo","1s9quTXJB7oYzQFnzCt85S",0.562,0.733,0,-6.34,1,0.0461,0.701,0,0.973,0.742,139.851,4,185781,57
"15259","Thinking out Loud","1Slwb6dOYkBlWal1PGtnNg",0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4,281560,65
"15263","Dumb Blonde (feat. Nicki Minaj)","1Spmq0UazGU6ovMIlGldZX",0.727,0.852,1,-4.682,1,0.0803,0.166,0,0.122,0.922,110.017,4,214652,56
"15264","Afterglow","1SymEzIT3H8UZfibCs3TYi",0.756,0.449,9,-8.746,1,0.0344,0.13,0,0.114,0.399,111.011,4,223293,72
"15265","Bebi Liguei - Ao Vivo","1T7aSWZQIorPMzRT8jTMXc",0.603,0.804,0,-4.253,1,0.198,0.362,0,0.743,0.682,153.883,4,159780,4
"15317","SPIRIT - From Disney's ""The Lion King""","1tC5WMSlsGDFfqnrquB1ty",0.448,0.435,10,-8.102,1,0.039,0.00988,0,0.0964,0.0466,80.849,4,277030,61
"15322","needy","1TEL6MlSSVLSdhOSddidlJ",0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,4,171573,74
"15336","Vem amor, bate e não para","1tj949Btt168gzYcC9IjSk",0.726,0.826,7,-4.433,1,0.25,0.416,0,0.121,0.702,112.448,3,145032,42
"15344","pra você guardei o amor","1TNXJFbHrXe3gVch3HxD7p",0.579,0.221,2,-13.962,1,0.0325,0.928,0.00267,0.109,0.314,77.113,4,228785,57
"15346","Ferida Curada","1U3tv41tFRgOfbytpuYQrR",0.49,0.845,2,-3.359,1,0.0973,0.49,0,0.213,0.548,146.105,4,159164,77
"15512","The Most","1U4W2b7SdGXjNuJ7K591Re",0.344,0.615,7,-6.886,1,0.0327,0.455,0.00339,0.122,0.209,98.99,4,221720,58
"15513","Atención","1U62BQhqoJK5j9SI03aBys",0.815,0.784,11,-5.502,1,0.146,0.00158,2.3e-05,0.216,0.8,156.042,4,160000,56
"15531","Andar Sozinho (feat. Jão)","1UGYO1Ruzfccbn36qmn2qT",0.785,0.439,5,-8.223,0,0.0374,0.176,0,0.335,0.437,130.021,4,180213,60
"15534","Tudo que sonhamos","1umg63iFtVHFgkapPsKjId",0.722,0.449,4,-7.69,1,0.0345,0.692,0,0.12,0.372,115.025,4,149666,55
"15545","3 Batidas - Ao Vivo","1uryupl9hqVZYurJwH4G9k",0.552,0.709,8,-5.435,1,0.129,0.611,0,0.763,0.528,117.582,4,157186,80
"15674","Meio Seu","1uvU55DdRfLleIxWF8dWxA",0.839,0.948,3,-1.986,0,0.104,0.0811,0,0.313,0.885,135.034,4,170117,45
"15698","Liberdade Provisória","1vG3YuKRYqPwTmNmYgqkpg",0.668,0.684,1,-5.937,1,0.0527,0.627,0,0.923,0.7,108.138,4,187986,84
"15724","Solução","1vJhizGd0qtv4qXKzAm6Zr",0.5,0.444,4,-8.437,0,0.029,0.645,0,0.102,0.385,128.928,4,249611,67
"15725","Hotel San Diego","1VWP1gMFZ0evB00h3UOyAs",0.661,0.358,6,-10.347,0,0.0283,0.616,6.1e-06,0.206,0.397,102.014,4,211145,49
"15726","Fuego","1W0VrxYy1cCuaKe2ZplvMt",0.819,0.859,8,-6.264,1,0.224,0.0244,0,0.0916,0.612,104.906,4,195429,32
"15727","Every Hour","1WnqWQcWcuQbVzgE7ecfCY",0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997,5,112239,65
"15728","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","1WSGTYKLEpKfNQYYW5Oymt",0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,4,158027,76
"15756","Cobertor de Orelha - Ao Vivo","1XCKlzIqaehohdUTihetGN",0.611,0.849,9,-6.652,1,0.0415,0.773,0,0.982,0.907,80.067,4,156921,61
"15771","Na Hora de Amar - Ao Vivo","1xCpKtc4kC9sgF0FRc43u2",0.675,0.75,2,-4.236,1,0.0471,0.149,0,0.916,0.385,87.99,4,325517,62
"15774","Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo","1xg3EbmhAr1cfNOA55pvKH",0.55,0.677,0,-8.978,1,0.0441,0.659,0,0.718,0.793,166.14,4,163731,55
"16053","Chopp garotinho","1XKbgEelWqRkilDM0PrTVz",0.615,0.731,9,-6.918,1,0.053,0.158,0,0.119,0.963,175.772,4,185170,55
"16056","Vou Morrer Sozinho","1XVN2BVHfKUUcMH0jxSRZ5",0.814,0.646,10,-5.503,1,0.0381,0.18,0,0.27,0.753,126.034,4,174519,61
"16097","Cobaia","1xyVMQx51Kab6eLVtE6twx",0.751,0.709,8,-4.216,1,0.0382,0.125,0,0.807,0.515,114.094,4,219442,69
"16462","Positividade","1YAtg8jo5fR3Q01eO2jPTl",0.83,0.533,2,-3.852,1,0.0735,0.237,0,0.105,0.615,163.931,4,190244,69
"16543","Eu Vou Tu Vai","1YCVWzSkLZhzoqzbuEiPcT",0.844,0.943,9,-4.415,1,0.0402,0.524,2.94e-05,0.171,0.963,135.012,4,141665,43
"16544","Poesia Acústica #3: Capricorniana","1YUWhlQjFv7MQpcbb77zTL",0.727,0.585,4,-10.229,0,0.176,0.173,0,0.221,0.565,151.865,4,430296,67
"16777","Never Let Me Go","1yzBGun3xDY7WpHOIP9nNp",0.726,0.835,0,-3.914,1,0.0341,0.041,9.45e-06,0.068,0.579,123.986,4,184071,67
"16789","Thunder","1zB4vmk8tFRmM9UULNzbLB",0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4,187147,84
"17013","MEGATRON","1ZDmxwg7Lywlx68b7SsJjj",0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,4,190747,73
"17014","Até que enfim - Ao vivo","1zI3RU0boCVsAXChjCvESu",0.568,0.703,3,-5.268,1,0.034,0.538,0,0.922,0.74,139.889,4,224182,71
"17179","Falling","1ZMiCix7XSAbfAJlEZWMCp",0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,240133,86
"17181","Rabetão no Chão","212vnqZwMwICoaG7GG8oWG",0.936,0.307,8,-6.297,1,0.484,0.141,0.201,0.08,0.56,130.069,4,179148,50
"17216","Miss Americana & The Heartbreak Prince","214nt20w5wOxJnY462klLw",0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,4,234147,73
"17221","Circles","21jGcNKet2qwijlDFuPiPb",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4,215280,95
"17328","Sexta Do Mal","21ko2JKn0ynlRYLlAfIkPA",0.893,0.567,6,-2.417,1,0.11,0.341,4.61e-05,0.268,0.815,133.077,4,207769,53
"17417","Seu Crime","220QqE38Qrmyrtyd5xqB8i",0.788,0.667,8,-5.215,0,0.0913,0.0944,2.68e-06,0.14,0.646,127.056,4,154941,60
"17484","Woman Like Me (feat. Nicki Minaj)","222B3aljXx6fFwKmFjuBED",0.754,0.854,5,-3.449,0,0.0608,0.177,0,0.0808,0.8,75.002,4,229720,75
"17504","por onde andei","22AAo9zdJD18OX6tC1VR95",0.602,0.474,0,-11.731,1,0.0647,0.925,0.0111,0.194,0.433,168.035,4,208573,56
"17505","Girassol","22rcaYTa2UgcLCbeO0NoNj",0.333,0.512,9,-8.204,1,0.0528,0.129,0,0.111,0.152,152.489,3,224725,74
"17525","Sucker","22vgEDb5hykfaTwLuskFGD",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4,181027,86
"17573","Morena","235BOGYon3gz23rKrtNwle",0.574,0.714,0,-4.517,0,0.244,0.0864,0,0.116,0.434,83.363,4,164560,67
"17655","Bilhete 2.0 (feat. Luccas Carlos)","23DMhYv6WjRmIRck1Uwjev",0.628,0.724,10,-6.741,0,0.216,0.177,0,0.095,0.668,87.986,4,223488,63
"17707","Paraquedas","23eLpLRI1NZejKSQfxHGfw",0.589,0.937,1,-2.332,1,0.0383,0.652,0,0.179,0.809,171.033,4,168427,57
"17708","Para não","23GNCotvXa7WPvgYuruJjE",0.775,0.929,11,-3.049,0,0.154,0.467,0,0.358,0.911,150.068,4,164800,69
"17846","Chlorine","23OXdR7YuUBVWh5hSnYJau",0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4,324467,77
"17847","Pa' Lante","24wIxeVejXRhYJPrOFpJbg",0.679,0.713,8,-4.544,0,0.123,0.0649,8.47e-06,0.362,0.922,189.921,4,174893,62
"17853","Casos Pendentes - Acústico","24YUl9cgjcEvgJTr2WIT1q",0.803,0.828,9,-2.548,0,0.0557,0.624,0,0.431,0.832,120.137,4,175531,71
"17879","Sweet but Psycho","25sgk305KZfyuqVBQIahim",0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4,187436,85
"17927","Quando a vontade bater (Participação especial de PK Delas)","26WpOBpHiIMoBuMEIwtOCH",0.621,0.7,8,-5.502,1,0.247,0.539,0,0.152,0.704,149.902,4,166400,76
"18219","make up","27356GVuMPFWiJSZCragoM",0.671,0.714,7,-5.373,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,3,140693,68
"18225","Nothing Breaks Like a Heart (feat. Miley Cyrus)","27rdGxbavYJeBphck5MZAF",0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4,217467,77
"18254","Lucid Dreams","285pBltuF7vW8TeWk8hdRR",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4,239836,88
"18256","Fuck it I love you","28aEiMfveru430xmXhDCy3",0.521,0.453,9,-10.653,0,0.0365,0.902,0.00124,0.127,0.2,129.9,4,218288,15
"18258","Provocar","28SWsF1IQxfc9bP5yua35K",0.682,0.826,8,-4.854,0,0.0528,0.182,0,0.052,0.688,134.067,4,168139,63
"18436","Amor de Que","29caulxU0jxucdVIyhSJTc",0.737,0.819,11,-5.056,0,0.0446,0.0726,0,0.36,0.904,139.988,4,157929,76
"18469","You Need To Calm Down","29fRTIKsJhLUJoldM89GZS",0.769,0.678,2,-5.604,1,0.0507,0.00838,0,0.0596,0.706,85.025,4,171387,33
"18512","Sei","29vHxYD48qrZAwgmzP6MXb",0.34,0.0307,5,-16.542,1,0.043,0.871,0.000117,0.108,0.157,100.099,3,227527,42
"18517","Ao Vivo E A Cores","2Ab1wPTEqulaCGoBak1gUo",0.668,0.526,5,-6.174,0,0.0352,0.0131,0,0.147,0.42,135.032,4,180304,57
"18688","Anos Luz","2aRdz1goHRuJ2FkDw3vpVX",0.634,0.498,6,-10.242,0,0.103,0.375,0,0.115,0.299,109.817,4,264036,1
"18782","Sujeito - Ao Vivo","2AuQcbltEHog9kOv9Ms3W3",0.705,0.496,11,-6.197,0,0.0636,0.486,0,0.168,0.487,79.84,4,178208,61
"18930","Memories","2b8fOow8UzyDFAE27YhOZM",0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,4,189486,94
"19010","Uma nora pra cada dia","2bbFhnxYjeb9jYEX2MDKLQ",0.888,0.528,9,-8.751,0,0.192,0.0394,0,0.0964,0.924,150.181,4,131200,66
"19184","Me Desculpa Jay Z","2BF6mQdYAkLmeRQmX7YyPy",0.375,0.716,0,-7.51,1,0.685,0.0817,0,0.1,0.179,71.18,3,212436,65
"19385","Forward (feat. James Blake)","2bOWJIYSbhwg2NMQq1QMYH",0.387,0.133,7,-15.633,0,0.0474,0.947,0.0591,0.107,0.0498,124.397,4,79200,55
"19386","Combatchy (feat. MC Rebecca)","2bPtwnrpFNEe8N7Q85kLHw",0.826,0.73,1,-3.032,1,0.0809,0.383,0.000374,0.0197,0.605,150.134,4,157600,81
"19428","If I Can't Have You","2bT1PH7Cw3J9p3t7nlXCdh",0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,4,191467,76
"19448","Com ou Sem Mim (Ao Vivo em Fortaleza)","2BU6XXSG8SqiptRuj6EiLA",0.605,0.72,7,-3.616,0,0.0481,0.159,0,0.956,0.296,141.954,4,201856,80
"19488","Mainha Gosta Assim - Ao Vivo Em São Paulo / 2018","2C2Ox4v276QbOcCxeLGDCV",0.625,0.906,1,-5.775,1,0.064,0.0349,0,0.871,0.501,149.859,4,188253,44
"19502","Favela chegou - Ao vivo","2caDAj0O4uD8OlJ8bap9nz",0.606,0.877,1,-10.087,0,0.0735,0.495,0.00177,0.958,0.767,150.045,4,169954,63
"19595","Menina Braba","2caWIcrS6CLQDB5WglieeA",0.887,0.573,1,0.612,1,0.121,0.0457,0,0.0936,0.652,129.951,4,180976,50
"19598","Mulher Maravilha - Ao Vivo","2cbMXc0P5s271VwZOUk1Gb",0.634,0.487,0,-4.835,1,0.028,0.768,0.000349,0.911,0.322,135.874,4,157460,63
"19778","Já Que Me Ensinou a Beber","2Cm5PX1a4uhcEy7D0E2gTV",0.652,0.888,7,-2.232,1,0.0362,0.538,0,0.0706,0.917,157.966,4,136824,63
"19779","Tonelada de Solidão (feat. Ferrugem) - Ao Vivo","2dEkETSUpO8oZoCOcKT1yN",0.471,0.843,4,-4.464,1,0.186,0.386,0,0.79,0.49,153.987,4,198995,62
"20059","Death By A Thousand Cuts","2dgFqt3w9xIQRjhPtwNk3D",0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071,4,198533,71
"20060","Saudade Nível Hard","2dmGj5Nf01FcR6N4HPzAbL",0.509,0.811,6,-5.604,0,0.127,0.0437,0,0.33,0.716,167.922,4,181847,65
"20279","Happier","2dpaYNEQHiRxtZbfNsse99",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,214290,87
"20643","Banana","2eSnW4d3A4SyEVhVPmBffa",0.752,0.681,11,-6.684,0,0.299,0.0195,0,0.0353,0.648,73.233,4,195619,61
"20674","Na Conta Da Loucura - Ao Vivo","2EVaHMfXlWw4ANf6Mb8c5P",0.746,0.822,11,-5.634,0,0.0735,0.289,0,0.156,0.735,136.121,4,165075,61
"20675","Crush Blogueirinha","2eyW06Y1JXCJypNibu8wNA",0.84,0.873,9,-4.826,0,0.124,0.733,0,0.131,0.857,130.029,4,193094,59
"20680","Que Seja com Você","2fbFvdmjDf95itlxFipgb5",0.75,0.819,6,-4.13,0,0.0431,0.362,0,0.355,0.717,124.06,4,204194,28
"20690","Poesia Acústica #7: Céu Azul","2FGhB10Gon36GgFcOTMQEW",0.795,0.697,9,-4.276,0,0.31,0.0873,0,0.0997,0.542,102.756,4,572039,71
