"","track_name.x","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","popularity"
"32346","Venice Bitch","3hwQhakFwm9soLEBnSDH17",0.404,0.298,9,-12.986,0,0.0304,0.912,0.228,0.0996,0.315,78.815,4,577199,70
"32347","Baixinha - Ao Vivo","3i4ssEZfLO3bgaB6hnj3tp",0.74,0.545,3,-8.204,1,0.0403,0.656,0,0.165,0.829,103.982,4,156704,55
"32368","Lover (Remix) [feat. Shawn Mendes]","3i9UVldZOE0aD0JnyfAZZ0",0.448,0.603,7,-7.176,1,0.064,0.433,0,0.0862,0.422,205.272,3,221307,81
"32370","Porque Eu Te Amo","3idU6lZVKD6hvGjnpSHde8",0.581,0.613,0,-9.444,1,0.0372,0.623,1.75e-05,0.212,0.214,90.098,4,216829,66
"32407","Pronta pra Trair","3IdXfXbXcbEe3LP9ClIZw8",0.742,0.486,8,-7.748,0,0.0612,0.445,0,0.282,0.738,116.208,4,177145,59
"32540","S de Saudade","3J5Pu25BODMex4Jpy4l6FL",0.714,0.712,11,-4.403,1,0.0545,0.621,0,0.127,0.789,123.804,4,174863,81
"32601","Adore You","3jjujdWJ72nww5eGnfs2E7",0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4,207133,86
"32619","Closed On Sunday","3JWiDGQX2eTlFvKj3Yssj3",0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,4,151873,71
"32620","In The Dark","3K16ZsnNjOTY1Esnrx0rQg",0.56,0.888,6,-5.131,0,0.0511,0.00216,0.0386,0.104,0.162,124.05,4,207265,69
"32671","7 Chamadas","3K2VA0D9DCYn0BCzFSA2Wk",0.893,0.482,5,-7.716,1,0.0602,0.0848,0,0.496,0.692,105.066,4,173914,61
"32676","Sunflower - Spider-Man: Into the Spider-Verse","3KkXRkHbMCARz0aVfEt68P",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,4,158040,86
"32908","Teu Segredo - Ao Vivo","3kySOLOrkLeOPvu3HXEgVz",0.5,0.672,9,-7.363,1,0.0433,0.674,0,0.971,0.538,80.479,4,182861,72
"32969","Não Abro Mão - Ao Vivo","3L2uyIJoJPjYkSETVNSPBQ",0.615,0.499,1,-3.182,0,0.0378,0.892,0,0.945,0.588,94.798,4,180629,67
"33303","Louquinho","3lEfEePgxGH2WwsB5fHC1K",0.718,0.562,6,-6.406,1,0.0616,0.274,0,0.272,0.576,172.038,4,176556,60
"33314","Big Jet Plane","3lInRGfft6CCsJJPZX3AXq",0.647,0.713,4,-5.874,1,0.0256,0.113,0.00703,0.146,0.277,124.982,4,182147,28
"33327","Demons","3LlAyCYU26dvFZBDUIMb7a",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,4,175200,71
"33329","Tu Ja Sabe o Que Eu Faço Lá No Meu Barraco","3lNKwhkrNPLmPdFAA856vy",0.714,0.557,0,-4.8,1,0.534,0.0932,4.77e-05,0.127,0.497,130.323,1,173400,56
"33330","Compartilhando Mágoa","3M6QJpWhM9NPcBwxTRKLlH",0.795,0.68,0,-4.003,1,0.071,0.252,0,0.212,0.576,132.024,4,170038,52
"33484","Juego","3m9zvjbilaBUMKNFcROBfF",0.815,0.828,10,-3.278,0,0.163,0.0827,2.2e-06,0.134,0.882,176.086,4,192324,53
"33495","Nossa música","3MJHSt27qd1umxmtt4IVmu",0.598,0.4,2,-9.167,1,0.0385,0.853,0,0.109,0.726,126.074,4,239643,53
"33602","Kenny G","3MkdA6vwF0ifRl86yzTlJW",0.417,0.767,9,-3.31,1,0.194,0.0778,0,0.113,0.152,72.573,3,189600,76
"33720","Posto 24h (feat. Wesley Safadão) - Ao Vivo","3mNmUjoDHYDYj08IaRPtg0",0.703,0.929,3,-4.021,0,0.0338,0.169,0,0.396,0.626,126.998,4,153374,65
"34023","Sai Pra Lá","3mOTImYvsTNYV72s66e2pc",0.469,0.563,2,-6.337,1,0.0733,0.236,1.21e-06,0.354,0.612,82.273,5,136615,53
"34056","Você Vai Me Destruir","3mPz8WMo0zOWMxezQjyc8n",0.709,0.442,6,-6.988,1,0.0577,0.0717,0,0.101,0.628,121.889,4,184713,59
"34063","Jogo do Amor","3MxbRHE1u74SoMNR9iURIZ",0.758,0.52,1,-6.405,1,0.0866,0.212,0,0.071,0.857,154.06,4,144039,57
"34081","Morena Cor do Pecado","3N6isgIE6SAFbRfRIbQ3sd",0.708,0.305,6,-10.192,1,0.841,0.307,8.82e-06,0.12,0.86,104.432,5,133878,68
"34170","Triste Pra Sempre","3n7ZwCXQUZekntN3f7dzwD",0.667,0.44,11,-7.93,1,0.168,0.509,0,0.105,0.395,89.891,4,179446,54
"34172","Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","3NkJNL3WqO1Lqc3uNDxvCN",0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51e-06,0.0898,0.317,102.914,4,190107,44
"34226","Resenha lá em casa","3NnW2EqJxvHYrRy3upaznl",0.674,0.447,5,-3.761,1,0.493,0.688,0,0.182,0.824,150.237,4,236852,74
"34406","Bye Bye","3NpRkAnxexTh4TklAZNjag",0.655,0.34,10,-6.834,1,0.358,0.332,8.73e-05,0.106,0.24,90.67,5,184615,62
"34647","Traí Sim - Ao Vivo","3o67Yt3Ua1qlSNV22zWUAn",0.699,0.86,9,-2.761,0,0.0769,0.166,0,0.353,0.638,137.85,4,178213,3
"34781","Dumb Blonde feat. Nicki Minaj","3p2f5xs8H1OkklezV3QHvx",0.727,0.852,1,-4.682,1,0.0803,0.166,0,0.122,0.922,110.017,4,214652,26
"34782","Ponte Perra","3pDmxI5F2cNRcTxOd89TjV",0.733,0.662,10,-6.705,0,0.242,0.0691,2.05e-05,0.0902,0.382,175.853,4,133373,56
"34786","Sem Rede - Ao Vivo","3pgO4N6Xkr8Ct0U9RgkrQh",0.543,0.566,8,-6.736,1,0.0272,0.654,0,0.965,0.455,105.697,4,202725,68
"34798","The Archer","3pHkh7d0lzM2AldUtz2x37",0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,211240,74
"34802","Maturidade (feat. Matheus & Kauan)","3QkKCTSHnJlUag0GG9F1cN",0.604,0.726,7,-8.577,0,0.0494,0.476,0,0.905,0.782,148.007,4,194240,66
"34917","Nego Ney","3qnqXNxFnOzldAzYJCsZCM",0.804,0.911,7,-4.119,1,0.532,0.649,0.264,0.0646,0.79,77.387,4,178129,43
"34919","Ilusão","3QpkDyuXdjxhIyLyKtyC6O",0.596,0.607,5,-6.682,0,0.209,0.34,0,0.0808,0.446,129.252,5,217732,68
"34925","Eu não vou embora","3QtOsthM0N3gRfD3dkqbl4",0.558,0.433,5,-12.101,1,0.106,0.0175,1.08e-06,0.118,0.586,149.938,4,225587,55
"35043","Vem Meu Amor - Ao Vivo","3QU53FPxXoULbgdjEh7vrD",0.489,0.904,4,-7.501,1,0.0862,0.177,0,0.989,0.688,165.014,4,210093,57
"35044","The Man","3RauEVgRgj1IuWdJ9fDs70",0.777,0.658,0,-5.191,1,0.054,0.0767,0,0.0901,0.633,110.048,4,190360,82
"35057","Bebi Liguei - Ao Vivo","3RbXsVQr4jeTxvT35Hssq3",0.603,0.804,0,-4.253,1,0.198,0.362,0,0.743,0.682,153.883,4,159780,73
"35370","Nem de Graça / Saudade Arregaça - Ao Vivo","3rDAHk73LZmgJIyGZstWQ0",0.477,0.813,10,-5.919,1,0.0743,0.605,0,0.467,0.75,97.888,4,342622,55
"35410","Norman fucking Rockwell","3RIgHHpnFKj5Rni1shokDj",0.218,0.215,5,-12.49,1,0.0368,0.967,0.0847,0.0948,0.138,76.74,1,248934,73
"35416","Do I Wanna Know?","3rq5w4bQGigXOfdN30ATJt",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,272394,60
"35420","Beat Todo Mundo Vai Sofrer","3rswBEKYvgG2lEn6JCrHmk",0.682,0.804,11,0.577,1,0.309,0.443,1.43e-05,0.113,0.813,132.794,4,213045,22
"35427","O Impossível","3RVylAtukXgF7xSXFn2OwA",0.596,0.741,2,-5.873,1,0.0365,0.79,0,0.107,0.695,150.149,4,177741,56
"35447","mendigando amor - ao vivo","3scxNsR5AZCUnHzTlEhG6h",0.618,0.851,0,-4.395,0,0.0557,0.486,0,0.134,0.739,127.977,4,173871,53
"35448","Não Vou Mais Parar","3sFIojiwyMR9vQ5ESX8TNU",0.717,0.779,8,-3.956,1,0.0462,0.132,2.85e-05,0.0415,0.869,95.993,4,169634,46
"35449","Psycho (feat. Ty Dolla $ign)","3swc6WTsr7rl9DqQKQA55C",0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,4,221440,81
"35457","Notificação Preferida - Ao Vivo","3tA0vALUwrzkTgHcm9j6oJ",0.398,0.838,8,-4.734,0,0.13,0.778,0,0.189,0.206,156.008,3,182341,71
"35688","my strange addiction","3Tc57t9l2O8FwQZtQOvPXK",0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,4,179889,81
"35689","Apenas Eu","3TQJbkDwICOsUnNrUdUs3F",0.544,0.538,11,-6.636,1,0.0415,0.072,7.13e-06,0.106,0.253,79.936,4,259734,47
"35690","Medellín (with Maluma)","3tTV4DYlhkiXRNiiXwIAPf",0.82,0.685,1,-7.093,1,0.288,0.0603,1.82e-05,0.671,0.462,91.98,4,298164,13
"35696","Bebe e Vem Me Procurar","3tu0GkIZwwkmILoD4HemBq",0.571,0.941,5,-6.712,0,0.0334,0.415,6.51e-06,0.299,0.969,169.95,4,154291,70
"35897","Fingindo Maturidade - Ao Vivo","3tU3UAasaDA9OixXGC3O33",0.577,0.919,5,-3.194,1,0.0982,0.286,0,0.943,0.736,166.059,4,189003,72
"36128","A Gente Fez Amor - Ao Vivo","3tv697PZNnaQN0Mn2zGhS5",0.793,0.937,8,-2.44,0,0.0336,0.366,4.27e-06,0.962,0.827,134.012,4,237517,83
"36154","Namorar Não Dá","3TvRRQj7qg8GOD612X9hKT",0.774,0.654,1,-3.626,1,0.425,0.233,0.00208,0.087,0.742,99.864,3,122462,63
"36292","All of Me","3U4isOIWM3VvDubwSI3y7a",0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,4,269560,84
"36302","Quanto Tempo Eu Perdi Com Esse Amor de Bosta","3u8L63t5b4lX6m8ptinPdU",0.715,0.625,1,-8.509,1,0.491,0.663,0.000629,0.0614,0.721,132.224,4,189091,44
"36314","Teste da Mãozinha","3ufbWtzQSxYyIhllnGgKJt",0.676,0.773,11,-4.916,1,0.0676,0.737,0,0.848,0.669,112.128,4,172472,2
"36315","Pedaço Meu - Ao Vivo","3umEJoDv6XsoBKlmi7eGRg",0.498,0.823,9,-2.681,1,0.0536,0.533,0,0.829,0.35,103.836,4,195716,54
"36362","Ousado Amor","3UNOO9eI1IrSy8uur81jxP",0.37,0.553,3,-6.112,0,0.0294,0.057,1.84e-06,0.0917,0.114,110.657,4,333903,0
"36363","Gaiola É o Troco","3Uq45ipGutypFPmETfaoaH",0.722,0.84,10,-3.24,0,0.0785,0.42,0,0.112,0.851,150.108,4,187246,78
"36519","Mundo de Ilusões - Ao Vivo","3UxbT06Mz8aTJbHYYIxwkI",0.758,0.925,0,-3.495,1,0.0548,0.496,0,0.379,0.775,142.008,4,185781,53
"36554","Shameless","3UYiU57SMiAS5LqolhHJw1",0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,4,219742,73
"36574","Dizeres","3Vc8vnid3noqupe9PvUKxP",0.832,0.484,10,-4.06,1,0.189,0.665,1.02e-05,0.0822,0.83,142.111,4,257646,68
"36857","Kill This Love","3VHrwffnUZFb7FidvPV3OA",0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4,189052,3
"36862","Dois Lados","3vSXPjfcebTt5mB8DXHWM6",0.664,0.852,1,-4.059,1,0.0534,0.417,0,0.101,0.934,160.035,4,147187,77
"37007","Facilita","3wB81eGupHVv9W4mF9IsHh",0.894,0.551,1,-5.081,1,0.188,0.0509,0,0.106,0.779,130.017,4,158769,57
"37193","fake smile","3wFLWP0FcIqHK1wb1CPthQ",0.45,0.619,9,-7.412,1,0.372,0.329,0,0.319,0.427,83.3,4,208880,71
"37204","Barzinho Aleatório - Ao Vivo","3WjSkl7VDWY1prwJw7dSG0",0.394,0.918,7,-2.657,1,0.334,0.342,0,0.982,0.588,157.925,4,158969,76
"37230","Teste Love - Ao Vivo","3wVmkGXBacA0elENG7d07B",0.713,0.715,7,-5.933,1,0.0645,0.603,0,0.692,0.414,126.881,4,168341,0
"37239","Favela chegou - Ao vivo","3X4vxzjSiCtmZY2QRumOKW",0.541,0.973,1,-3.722,0,0.231,0.648,5.62e-05,0.913,0.617,149.973,4,177536,56
"37379","you should see me in a crown","3XF5xLJHOQQRbWya6hBp7d",0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,4,180953,83
"37384","Disk Me","3xgDQRexKiyS4Eq3oAvLaD",0.761,0.61,1,-5.856,1,0.0447,0.141,0,0.124,0.29,140.014,4,173137,62
"37404","Briguinha Boba (Pã Pã Rã Pã Pã) - Ao Vivo","3xRicZvi4SnqWUpgfmB3Uy",0.615,0.863,7,-4.509,0,0.0463,0.412,0,0.31,0.608,131.948,4,178728,46
"37510","The Archer","3Y7MHz19qCg1Pkxridtu1k",0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,211280,23
"37518","Ninguém Conta Pra Ninguém","3YelJnhTqmTU1d1x8rLt4I",0.871,0.771,2,-2.801,1,0.0484,0.42,4.62e-06,0.0956,0.536,140.033,4,175586,49
"37566","bad guy (with Justin Bieber)","3yNZ5r3LKfdmjoS3gkhUCT",0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,4,194840,81
"37620","My Oh My (feat. DaBaby)","3yOlyBJuViE2YSGn3nVE1K",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,170746,92
"37635","Tudo de bom","3YqLyRFwjGuPBT7EHoyQH7",0.738,0.596,7,-6.958,1,0.0672,0.232,1.09e-06,0.221,0.457,94.017,4,164760,69
"37654","Estabelecimento - Ao Vivo","3ywQX0K3P9WKKzyhjkWd0S",0.633,0.819,7,-5.27,1,0.0499,0.43,0,0.274,0.716,119.699,4,188592,52
"37664","everything i wanted","3ZCTVFBt2Brf31RLEnCkWJ",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,245426,94
"37711","Chora Até Perder a Fala - Ao Vivo","3ZkTtSBN1wcSw35F8GDRmr",0.805,0.877,1,-2.978,0,0.0449,0.265,0,0.281,0.802,126.941,4,189866,63
"37719","Cry for Me","40nPimvmG05WYS7983bawZ",0.721,0.805,9,-4.134,0,0.0927,0.05,0,0.153,0.653,118.058,4,189133,67
"37722","Pior Que Possa Imaginar","40s35Bws3HIO5DLRlrosyL",0.655,0.816,10,-4.604,0,0.0372,0.297,0.000158,0.299,0.644,102.052,4,136407,58
"37778","Trip do Boyzinho","41GMwa6sCB3iA2aS5T30iE",0.734,0.75,5,-3.072,0,0.0465,0.158,0.048,0.784,0.529,135.974,4,169903,66
"37907","Deus e família","42G4V7gX7cbV2O1HBVanEv",0.713,0.632,10,-4.323,1,0.431,0.32,0,0.0802,0.593,119.797,5,261333,62
"37910","Pinguço - Ao Vivo","42m5tS6xy70XiWSi7yTIdZ",0.621,0.855,3,-3.369,1,0.051,0.377,0,0.391,0.542,125.051,4,158640,42
"37938","Eu Já Catuquei","42t6dJM0L2svh709ksEuhn",0.957,0.704,0,-3.467,0,0.463,0.667,0.0025,0.0428,0.39,130.006,4,158976,58
"37943","D.R.E.A.M. (feat. Ghostface Killah)","42zePe03Iq8tvFcJAIKkp8",0.688,0.637,0,-5.127,1,0.259,0.185,1.97e-05,0.0943,0.449,160.026,4,168347,60
"37944","O Que É O Que É?","430umKhe4mL3R8BYQvefB8",0.794,0.913,7,-1.272,1,0.0871,0.271,0,0.346,0.816,122.059,4,185632,63
"37956","I Forgot That You Existed","43rA71bccXFGD4C8GOpIlN",0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,4,170640,78
"37961","Status Que Eu Não Queria - Ao Vivo","43tDjfz9Inw7Soy0jzxowN",0.58,0.871,4,-4.052,1,0.209,0.59,0,0.564,0.911,117.622,4,153934,64
"38056","when the party's over","43zdsphuZLzwA9k4DJhU0I",0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4,196077,89
"38077","Amor Provisório - Ao Vivo","44a8Iiss69nVepEPdjuRck",0.539,0.958,10,-4.732,1,0.0536,0.182,0,0.736,0.822,169.877,4,171523,41
"38080","Slide Away","44ADyYoY5liaRa3EOAl4uf",0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,4,233654,79
"38089","Take What You Want (feat. Ozzy Osbourne & Travis Scott)","44pxxRrhiDGuHYP5HjadGF",0.495,0.811,1,-2.649,0,0.0571,0.102,0,0.132,0.241,139.925,4,229587,19
"38090","Surtada - Versão Funk","450ngaSmjQMdJFVzCADNQB",0.687,0.861,0,-1.932,0,0.56,0.376,9.92e-06,0.0555,0.485,105.031,5,123000,64
"38162","Golden","45S5WTQEGOB1VHr1Q4FuPl",0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,4,208907,79
"38164","Controle Remoto (Ao Vivo)","46bW6erFBPbpGUTzxu5269",0.321,0.575,2,-8.145,1,0.0387,0.778,0,0.962,0.477,72.387,4,237036,57
"38236","Easy","46D0hYb1B7qiU33VtXt21W",0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,4,194686,74
"38237","Eu Me Acostumei - Ao Vivo Em Goiânia / 2019","484HHqXBpNz93sc5gajE8v",0.632,0.694,0,-4.232,0,0.0963,0.527,0,0.848,0.652,155.051,4,200926,55
"38246","Declaração pro Bar - Ao Vivo","48CAeajgzcGJaVUSsXd7h0",0.679,0.767,2,-5.058,0,0.133,0.69,0,0.805,0.603,112.901,4,161397,70
"38254","Voando Alto","48WH0pDGDftyxu9ru4WV0O",0.888,0.621,6,-5.121,1,0.422,0.455,1.32e-06,0.0903,0.831,145.062,4,131018,13
"38257","Mochila nas Costas / Empurra Empurra","49N07rRWNp03L2HPCogaF0",0.912,0.813,1,-3.961,1,0.166,0.741,4.11e-05,0.0734,0.873,135.026,4,241778,68
"38290","Nossa Que Isso (feat. Mc Rebecca & MC Rogê)","49p8H214EdeK34rrqCXwi9",0.8,0.72,1,-6.421,1,0.205,0.25,0,0.211,0.736,97.081,4,191829,56
"38296","Flor Que Se Cheira - Ao Vivo","49pu85144Xir6PgWjeyJhG",0.68,0.759,2,-5.254,0,0.144,0.637,0,0.556,0.797,117.827,4,161375,71
"38532","Obrigado por Estragar Tudo - Ao Vivo","4a5GPCo8oX4vvaRkciKlih",0.438,0.728,2,-4.934,1,0.123,0.606,0,0.915,0.609,152.76,4,176667,68
"38799","Enchendo e Derramando","4ABwmZSNZPHqH2cXPhKgfH",0.642,0.692,5,-6.294,1,0.0489,0.571,0,0.219,0.652,137.762,4,192288,65
"38936","Rabetão no Chão","4aC48Yffpsw01b7sBJxase",0.935,0.35,3,-3.423,1,0.444,0.103,0.315,0.0784,0.582,130.126,4,179077,52
"39122","Rodeo","4ak7xjvBeBOcJGWFDX9w5n",0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4,158707,76
"39123","WHAT TO DO? (feat. Don Toliver)","4AO1XhrgJczQ9bNVxdfKQe",0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,4,250142,79
"39124","Soon You’ll Get Better (feat. Dixie Chicks)","4AYtqFyFbX0Xkc2wtcygTr",0.433,0.182,0,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476,4,201587,69
"39125","Deus Me Livre Quem Me Dera","4b08wlmxdHRHS1jLS4wcmd",0.662,0.742,4,-5.921,0,0.0487,0.608,0,0.142,0.789,168.109,4,123061,56
"39236","Hope","4BiiOzZCrXEzHRLYcYFiD5",0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,4,180120,71
"39241","MIL GRAU","4BkjISAYyQ6OMnEpzpQxgA",0.822,0.977,10,-1.431,0,0.0509,0.462,1.17e-06,0.0489,0.824,97.094,4,145979,67
"39288","Vai Que Bebereis - Ao Vivo","4btS3p4qAWhM3fKfZPCQRV",0.745,0.706,7,-4.54,1,0.0537,0.638,0,0.437,0.79,121.978,4,160553,62
"39333","Dream Glow (BTS World Original Soundtrack) - Pt. 1","4c1WgUnHXq2LEncGHKgj1I",0.735,0.74,0,-3.837,0,0.0519,0.0967,0,0.101,0.541,141.948,4,187458,68
"39335","Bem Pior Que Eu - Ao Vivo","4CdMz076UN8RyeWGQCdqFZ",0.671,0.652,0,-4.689,1,0.0403,0.0164,0,0.929,0.404,113.867,4,168172,2
"39387","Baila Conmigo (feat. Kelly Ruiz)","4Clmg1g8n2yBYG13Z1oSdG",0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,4,189818,82
"39388","Fake News - Ao Vivo","4Cm51VOGs75ik79YMpJykG",0.804,0.637,11,-3.187,1,0.0542,0.47,0,0.969,0.732,113.979,4,175205,71
"39399","Pra Inveja É Tchau","4cnNrOojGyU6J3OXqVTPIg",0.693,0.341,0,-4.706,1,0.06,0.724,4.56e-05,0.0752,0.51,83.507,3,173233,59
"39494","Cadê você","4CnVl5dBo7Lu16mWw0Mptv",0.652,0.715,5,-6.121,1,0.0296,0.305,3.63e-05,0.173,0.806,148.039,4,151252,42
"39495","Irmão DQbrada!","4CPhkF6SboNZoZfjgaEYME",0.896,0.758,10,-5.334,0,0.422,0.228,0,0.101,0.764,133.93,4,360560,66
"39583","All The Lies (with Felix Jaehn & The Vamps)","4Cy5f4JsH1yoeGks7FnoHw",0.611,0.835,6,-4.107,1,0.139,0.167,0,0.107,0.672,102.023,4,179457,62
"39592","Piscininha Amor","4Da1U4No5kamKMoJ82RGan",0.8,0.7,3,-3.359,0,0.208,0.264,0,0.0938,0.808,159.956,4,199312,52
"39671","Todo Mundo Vai Sofrer - Ao Vivo","4E6RdcCWMiHTu7zy1VTNDo",0.621,0.743,3,-3.864,1,0.0738,0.281,0,0.411,0.581,111.454,4,154661,74
"39900","Estado Decadente - Acústico","4eB8rsNNm5791m3uvEBNLR",0.757,0.687,1,-4.78,1,0.0658,0.586,0,0.111,0.583,117.927,4,173831,69
"40255","Bitch I’m Loca (feat. Maluma)","4EoMHVpNZTLVfAIgYzfufZ",0.741,0.863,1,-3.438,1,0.198,0.0144,1.86e-06,0.502,0.601,175.949,4,170837,52
"40256","Beautiful People (feat. Khalid)","4evmHXcjt3bTUHD1cvny97",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4,197867,86
"40270","I THINK","4f8Mh5wuWHOsfXtzjrJB3t",0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,4,212013,74
"40271","Sua Mãe Vai Me Amar","4fMjqKYYsvtT6Fvca8lGFl",0.571,0.816,8,-6.011,0,0.0374,0.4,0,0.808,0.942,163.941,4,183759,69
"40556","Segue O Plano - Ao Vivo","4fPT1t2uhxDepW6OFMqvpD",0.741,0.682,0,-6.028,1,0.0587,0.471,0,0.381,0.691,149.981,4,153756,51
"40629","A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","4gDvg62vG96w0qJaF6wzcd",0.542,0.876,6,-3.378,1,0.0972,0.724,0,0.925,0.634,118.777,4,182735,73
"40914","Credo que delícia","4H9vyrlKZpzd1FW3oupnzD",0.779,0.861,3,-3.958,0,0.124,0.24,0,0.161,0.911,146.062,4,123288,67
"41042","Nossa música","4hpcc2wq84pilUgDbIPkDN",0.592,0.387,2,-9.567,1,0.0407,0.853,0,0.107,0.7,125.638,4,239643,59
"41057","To Gostando Tanto de Você","4HTrlT5mmxPaZZKs4JSPeI",0.869,0.681,8,-1.796,1,0.0941,0.481,0,0.457,0.905,133.939,4,158383,59
"41281","Tudo Ok","4HUZBG98TYbxSR9V1V2DWS",0.814,0.755,11,-6.164,0,0.0942,0.239,0,0.306,0.963,79.975,4,178500,82
"41283","Cheia de Manias","4i9uK1cMwP1Pc5zHhtMEde",0.707,0.614,7,-9.377,0,0.058,0.198,0,0.177,0.957,156.473,4,211000,64
"41286","Embrasa","4iANxSIDT3kGekiquMSAgT",0.699,0.531,0,-5.714,1,0.0889,0.107,0,0.568,0.701,127.967,4,243021,68
"41562","Zé da Recaída","4iGwWeV7XVIWO9Yy5QExOr",0.841,0.832,5,-2.018,1,0.0385,0.206,0,0.0878,0.904,135.137,4,168459,59
"41645","Lights Up","4jAIqgrPjKLTY9Gbez25Qb",0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4,172213,85
"41653","Desencana","4Jba76DjAcgEvvGfIopNTl",0.754,0.806,1,-4.633,1,0.0363,0.147,0,0.183,0.584,129.961,4,157052,62
"41662","Living Proof","4jFD7byoPdGkEdjHLMduR9",0.735,0.514,7,-5.464,1,0.082,0.109,0,0.359,0.517,77.566,4,194440,69
"41663","Algo Mais (Amante) - Ao Vivo","4jGzR5Vri06Y5T9SxM7m5P",0.697,0.844,9,-3.076,1,0.0575,0.285,0,0.753,0.665,139.993,4,231680,74
"41894","Coladinha em Mim - Ao Vivo","4JPSfCXQe6kDliMIJTqISW",0.623,0.68,6,-7.255,0,0.292,0.354,0,0.912,0.643,188.162,4,170507,57
"41946","Essa Eu Fiz Pro Nosso Amor","4JwwAxvprUGhrecdjSjfHN",0.822,0.39,0,-9.324,1,0.0868,0.612,0,0.11,0.625,129.895,4,194567,61
"41948","Invocada (Participação especial de Léo Santana) - Ao vivo","4k20Ie47EcWtS4wMBn8w8S",0.776,0.864,1,-4.281,1,0.0517,0.478,0,0.932,0.701,134.992,4,157494,75
"42108","Novinha Você É uma Flor","4kiauw5SBqEsu5GuGD09aM",0.86,0.469,7,-6.262,1,0.109,0.23,0,0.0988,0.769,130.126,4,143971,54
"42171","break up with your girlfriend, i'm bored","4kV4N9D1iKVxx1KLvtTpjS",0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,4,190440,81
"42253","ghostin","4lD7gHKF1e8Y9stQuVezZB",0.396,0.358,9,-8.294,1,0.0292,0.422,1.71e-05,0.19,0.111,103.807,4,271467,56
"42259","Espaçosa Demais - Ao Vivo","4lEw9Id7kLDSJ6KRdaenM9",0.676,0.888,10,-3.658,1,0.0783,0.375,0,0.231,0.711,160.034,4,179100,74
"42624","Allergic","4LIbjDbLweGCrHVw8QbMSb",0.665,0.741,0,-3.694,1,0.0787,0.154,3.02e-05,0.345,0.57,144.968,4,156893,23
"42625","SENTADÃO","4lKuzrdZrJuCAedbIslF3A",0.68,0.869,6,-1.94,1,0.0589,0.178,0,0.223,0.924,173.997,4,143448,83
"42665","O Sol","4lvGHfDuzfv9uDTHMrRMiH",0.62,0.694,6,-4.254,0,0.0261,0.0302,0,0.117,0.631,97.48,4,211448,4
"42904","Long Neck - Acústico","4Lxv5hGnHOUYBVeDgWgcaP",0.623,0.687,11,-5.435,1,0.0431,0.37,0,0.295,0.704,127.875,4,167500,63
